title,location,posted_date,job_id,source,first_seen_date,last_seen_date,semantic_similarity,url,description_short
"Principal Applied Scientist, Music Catalog and Search, Amazon Music Search and Catalog","US, CA, San Francisco",2026-05-19,10434165,amazon_science,2026-05-30,2026-06-03,0.4429,https://www.amazon.jobs/jobs/10434165/principal-applied-scientist-music-catalog-and-search-amazon-music-search-and-catalog?cmpid=bsp-amazon-science,"Principal Applied Scientist, Music Catalog and Search, Amazon Music Search and Catalog US, CA, San Francisco Job ID: 10434165 Posted May 19, 2026 (Updated 4 days ago) Do you want to shape the future of music discovery by building applied science solutions at Amazon scale? Join our Amazon Music team where you'll define and execute the applied science roadmap for catalog and search systems, directly impacting millions of customers worldwide. You'll work at the exciting intersection of large-scale content systems, applied science, and applying the latest advances in foundation models to build an intelligence layer on top of one of the world's largest music and podcast catalogs. As a Principal Applied Scientist, you'll drive innovation in music content understanding, leveraging foundational models to enrich catalog data intelligence and create breakthrough customer experiences. Your work will span across music catalog, search, and data systems teams, where success is measured by customer satisfaction, partner team success, and music labels' ability to share high-quality content seamlessly. Key job responsibilities - Lead the design and implementation of applied science solutions for large-scale music catalog systems, leveraging foundational models to enhance content intelligence and understanding - Define and execute the technical roadmap for Amazon Music catalog and search teams, driving architectural decisions across multiple systems and ensuring alignment with long-term business objectives - Design, propose, and collaborate on experiments that leverage rich music content for enhanced customer experiences in search, personalization, and recommendation systems - Drive technical excellence across three teams (music catalog, music search, music data systems) by conducting design reviews, setting engineering standards, and mentoring senior technical talent - Solve complex problems at the intersection of content systems and applied science, proactively identifying risks and implementing solutions that balance short-term deliverables with long-term architectural maintainability About the team The Amazon Music Catalog and Search team is responsible to help our customers discover the most relevant audio content including music, podcasts and audiobooks. The team invents technology at the intersection of the largest audio catalog in the world, applying latest advances in foundation models and proprietary data assets of Amazon Music. We build technology and products that is deployed worldwide but at the same time is customizable for local markets. We measure our success by the success of our customers, partners and audio content creators."
Research Scientist III - AMZ9443129,"US, WA, Seattle",2026-05-18,10422581,amazon_science,2026-05-30,2026-06-03,0.3963,https://www.amazon.jobs/jobs/10422581/research-scientist-iii--amz?cmpid=bsp-amazon-science,"Research Scientist III - AMZ9443129 US, WA, Seattle Job ID: 10422581 Posted May 18, 2026 (Updated 12 days ago) MULTIPLE POSITIONS AVAILABLE Employer: AMAZON.COM SERVICES LLC Offered Position: Research Scientist III Job Location: Seattle, Washington Job Number: AMZ9443129 Position Responsibilities: Design, prototype, analyze, and improve optimization models which are crucial components of our Seller inventory management systems. Work closely with software development teams as well as business partners to integrate prototypes into production systems and ensure that models are implemented properly to meet business requirements and performance scalability requirements. Apply domain knowledge and business judgment to identify new opportunities and quantify the impact aligning research direction to business requirements and make the right judgment on research project prioritization. Develop scalable mathematical models to derive optimal or near-optimal solutions to existing and new inventory planning challenges. Create prototypes and simulations to test devised solutions. Position Requirements: Ph.D. degree or foreign equivalent degree in Operations Research, Management Science, or a related field and three years of research or work experience in the job offered or related occupation. Must have three years of experience in the following skills: 1) building quantitative mathematical models to represent a wide range of supply chain, transportation, and logistics systems; (2) working with Python, SQL, Java, C++ or Scala; (3) performing quantitative, economic, and numerical analysis of the performance of Amazon systems under uncertainty using statistical and optimization tools such as Python, R or XPRESS to find both exact and heuristic solution strategies for optimization problems; (4) experience with mathematical optimization, including linear programming, combinatorial optimization, integer programming, dynamic programming, network flows and algorithms to design optimal or near optimal solution methodologies to be used by in-house decision support tools and software. Amazon.com is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation. 40 hours / week, 8:00am-5:00pm, Salary Range $159,200/year to $215,300/year. Amazon is a total compensation company. Dependent on the position offered, equity, sign-on payments, and other forms of compensation may be provided as part of a total compensation package, in addition to a full range of medical, financial, and/or other benefits. For more information, visit: https://www.aboutamazon.com/workplace/employee-benefits.#0000"
Principal Applied Scientist - AMZ9794093,"US, WA, Seattle",2026-05-18,10422863,amazon_science,2026-05-30,2026-06-03,0.5944,https://www.amazon.jobs/jobs/10422863/principal-applied-scientist--amz?cmpid=bsp-amazon-science,"Principal Applied Scientist - AMZ9794093 US, WA, Seattle Job ID: 10422863 Posted May 18, 2026 (Updated 12 days ago) MULTIPLE POSITIONS AVAILABLE Employer: AMAZON.COM SERVICES LLC Offered Position: Principal Applied Scientist Job Location: Seattle, Washington Job Number: AMZ9794093 Position Responsibilities: Participate in the design, development, evaluation, deployment and updating of data-driven models and analytical solutions for machine learning (ML) and/or natural language (NL) applications. Develop and/or apply statistical modeling techniques (e.g. Bayesian models and deep neural networks), optimization methods, and other ML techniques to different applications in business and engineering. Routinely build and deploy ML models on available data, and run and analyze experiments in a production environment. Identify new opportunities for research in order to meet business goals. Research and implement novel ML and statistical approaches to add value to the business. Mentor junior engineers and scientists. Position Requirements: Master’s degree or foreign equivalent degree in Computer Science, Machine Learning, Engineering, or a related field and five years of research or work experience in the job offered, or as a Research Scientist, Research Assistant, Software Engineer, or a related occupation. Employer will accept a Bachelor’s degree or foreign equivalent degree in Computer Science, Machine Learning, Engineering, or a related field and seven years of progressive post-baccalaureate research or work experience in the job offered or a related occupation as equivalent to the Master’s degree and five years of research or work experience. Must have one year of research or work experience in the following skill(s): (1) programming in Java, C++, Python, or equivalent programming language; and (2) conducting the analysis and development of various supervised and unsupervised machine learning models for moderately complex projects in business, science, or engineering. Amazon.com is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation. 40 hours / week, 8:00am-5:00pm, Salary Range $198,900/year to $269,000/year. Amazon is a total compensation company. Dependent on the position offered, equity, sign-on payments, and other forms of compensation may be provided as part of a total compensation package, in addition to a full range of medical, financial, and/or other benefits. For more information, visit: https://www.aboutamazon.com/workplace/employee-benefits.#0000"
"Member of Technical Staff - Hardware Science, Frontier AI & Robotics (FAR)","US, CA, San Francisco",2026-05-18,10422776,amazon_science,2026-05-30,2026-06-03,0.4139,https://www.amazon.jobs/jobs/10422776/member-of-technical-staff--hardware-science-frontier-ai--robotics-far?cmpid=bsp-amazon-science,"Member of Technical Staff - Hardware Science, Frontier AI & Robotics (FAR) US, CA, San Francisco Job ID: 10422776 Posted May 18, 2026 (Updated 12 days ago) Amazon’s Frontier AI & Robotics (FAR) team is seeking a Member of Technical Staff to drive foundational research and build intelligent robotic systems from the ground up. In this role, you will operate at the intersection of innovative AI research and real-world robotics - conducting original research, publishing, and deploying your innovations into production systems at Amazon scale. We’re looking for researchers who think from first principles, push the boundaries of what’s possible, and take full ownership of turning breakthrough ideas into working systems. You will join the next revolution in robotics, where you'll work alongside world-renowned AI pioneers to push the boundaries of what's possible in robotic intelligence. As a Member of Technical Staff, you'll develop breakthrough foundation models that enable robots to perceive, understand, and interact with the physical world in unprecedented ways—with a strong emphasis on the hardware systems that bring these models to life. You'll drive independent research initiatives in areas such as locomotion, manipulation, motor control, actuator design, sim2real transfer, and multi-modal robot learning, designing novel frameworks that bridge state-of-the-art research with real-world hardware deployment at Amazon scale. In this role, you'll balance innovative technical exploration with hands-on hardware implementation, collaborating with mechanical, electrical, and controls engineering teams to ensure your models and algorithms perform robustly on physical robotic platforms in dynamic real-world environments. You'll have access to Amazon's computational resources and advanced robotics infrastructure—including high degree-of-freedom prototype platforms, custom actuators, and precision sensing systems—enabling you to tackle ambitious problems in areas like multi-modal robotic foundation models, motor-level control optimization, and efficient model architectures that scale across diverse robotic hardware. Key job responsibilities - Drive independent research initiatives across the full robotics stack, including robot co-design, manipulation mechanisms, innovative actuation and motor control strategies, state estimation, low-level control, system identification, reinforcement learning, and sim-to-real transfer, as well as foundation models for perception and manipulation - Lead full-stack robotics projects from conceptualization through hardware deployment, taking a system-level approach that integrates actuator dynamics, sensor feedback (force/torque, IMUs, encoders), and electromechanical constraints with algorithmic development - Develop and optimize control algorithms and sensing pipelines for physical robotic hardware, including motor characterization, actuator performance tuning, and robust sensor integration in production environments - Collaborate with hardware, mechanical, and electrical engineering teams to ensure seamless integration of learned models across the robotics stack—from embedded compute and communication buses to actuator-level control - Contribute to the team's technical strategy and help shape our approach to next-generation hardware-aware robotics challenges, including hardware-in-the-loop validation and prototype-to-deployment transitions A day in the life - Design and implement innovative systems and algorithms, leveraging our extensive computational and robotics hardware infrastructure to prototype and evaluate at scale - Collaborate with hardware and software engineers to solve complex technical challenges spanning motors, actuators, sensors, and learned control - Lead technical initiatives from conception to hardware deployment, working closely with robotics engineers and lab teams to integrate your solutions into physical robotic platforms - Participate in technical discussions and design reviews with team leaders, hardware engineers, and fellow scientists - Leverage our compute cluster and advanced robotics lab—including high-DoF prototype platforms and custom actuation systems—to rapidly prototype and validate new ideas - Transform theoretical insights into practical solutions that perform reliably on real-world robotic hardware About the team At Frontier AI & Robotics, we're not just advancing robotics – we're reimagining it from the ground up. Our team is building the future of intelligent robotics through ground breaking foundation models and end-to-end learned systems. We tackle some of the most challenging problems in AI and robotics, from developing sophisticated perception systems to creating adaptive manipulation strategies that work in complex, real-world scenarios. What sets us apart is our unique combination of ambitious research vision and practical impact. We leverage Amazon's massive computational infrastructure and rich real-world datasets to train and deploy state-of-the-art foundation models. Our work spans the full spectrum of robotics intelligence – from multimodal perception using images, videos, and sensor data, to sophisticated manipulation strategies that can handle diverse real-world scenarios. We're building systems that don't just work in the lab, but scale to meet the demands of Amazon's global operations. Join us if you're excited about pushing the boundaries of what's possible in robotics, working with world-class researchers, and seeing your innovations deployed at unprecedented scale."
Data Engineer II - AMZ9624441,"US, MA, Westborough",2026-05-18,10423063,amazon_science,2026-05-30,2026-06-03,0.5644,https://www.amazon.jobs/jobs/10423063/data-engineer-ii--amz?cmpid=bsp-amazon-science,"Data Engineer II - AMZ9624441 US, MA, Westborough Job ID: 10423063 Posted May 18, 2026 (Updated 12 days ago) MULTIPLE POSITIONS AVAILABLE Employer: AMAZON.COM SERVICES LLC Offered Position: Data Engineer II Job Location: Westborough, Massachusetts Job Number: AMZ9624441 Position Responsibilities: Design, develop, implement, test, document, and operate large-scale, high-volume, high-performance data structures for business intelligence analytics. Implement data structures using best practices in data modeling, ETL/ELT processes, SQL, Oracle, and OLAP technologies. Provide on-line reporting and analysis using OBIEE business intelligence tools and a logical abstraction layer against large, multi-dimensional datasets and multiple sources. Gather business and functional requirements and translate these requirements into robust, scalable, operable solutions that work well within the overall data architecture. Analyze source data systems and drive best practices in source teams. Participate in the full development life cycle, end-to-end, from design, implementation and testing, to documentation, delivery, support, and maintenance. Produce comprehensive, usable dataset documentation and metadata. Evaluate and make decisions around dataset implementations designed and proposed by peer data engineers. Evaluate and make decisions around the use of new or existing software products and tools. Mentor junior data engineers. Position Requirements: Master's degree or foreign equivalent degree in Computer Science, Engineering, Information Systems, Mathematics, or a related field and one year of experience in the job offered, or as an Operations Research Analyst, Database Developer, or a related occupation. Employer will accept a Bachelor's degree or foreign equivalent degree in Computer Science, Engineering, Information Systems, Mathematics, or a related field and five years of progressive post-baccalaureate experience in the job offered or a related occupation as equivalent to the Master's degree and one year of experience. Must have one year of experience in the following skill(s): (1) developing and operating large-scale data structures for business intelligence analytics using each of the following: (i.) ETL/ELT processes; (ii.) OLAP technologies; (iii.) data modeling; (iv.) SQL; and (v.) Oracle. Amazon.com is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation. 40 hours / week, 8:00am-5:00pm, Salary Range $142,064/year to $178,800/year. Amazon is a total compensation company. Dependent on the position offered, equity, sign-on payments, and other forms of compensation may be provided as part of a total compensation package, in addition to a full range of medical, financial, and/or other benefits. For more information, visit: https://www.aboutamazon.com/workplace/employee-benefits.#0000"
"Senior Applied Scientist, Fauna","US, NY, New York",2026-05-18,10423170,amazon_science,2026-05-30,2026-06-03,0.4495,https://www.amazon.jobs/jobs/10423170/senior-applied-scientist-fauna?cmpid=bsp-amazon-science,"Senior Applied Scientist, Fauna US, NY, New York Job ID: 10423170 Posted May 18, 2026 (Updated 12 days ago) We are seeking an Applied Scientist to lead the development of evaluation frameworks and data collection protocols for robotic capabilities. In this role, you will focus on designing how we measure, stress-test, and improve robot behavior across a wide range of real-world tasks. Your work will play a critical role in shaping how policies are validated and how high-quality datasets are generated to accelerate system performance. You will operate at the intersection of robotics, machine learning, and human-in-the-loop systems, building the infrastructure and methodologies that connect teleoperation, evaluation, and learning. This includes developing evaluation policies, defining task structures, and contributing to operator-facing interfaces that enable scalable and reliable data collection. The ideal candidate is highly experimental, systems-oriented, and comfortable working across software, robotics, and data pipelines, with a strong focus on turning ambiguous capability goals into measurable and actionable evaluation systems. Key job responsibilities - Design and implement evaluation frameworks to measure robot capabilities across structured tasks, edge cases, and real-world scenarios - Develop task definitions, success criteria, and benchmarking methodologies that enable consistent and reproducible evaluation of policies - Create and refine data collection protocols that generate high-quality, task-relevant datasets aligned with model development needs - Build and iterate on teleoperation workflows and operator interfaces to support efficient, reliable, and scalable data collection - Analyze evaluation results and collected data to identify performance gaps, failure modes, and opportunities for targeted data collection - Collaborate with engineering teams to integrate evaluation tooling, logging systems, and data pipelines into the broader robotics stack - Stay current with advances in robotics, evaluation methodologies, and human-in-the-loop learning to continuously improve internal approaches - Lead technical projects from conception through production deployment - Mentor junior scientists and engineers About the team Fauna Robotics, an Amazon company, is building capable, safe, and genuinely delightful robots for everyday life. Our goal is simple: make robots people actually want to live and interact with in everyday human spaces. We believe that future won’t arrive until building for robotics becomes far more accessible. Today, too much effort is spent reinventing the fundamentals. We’re changing that by developing tightly integrated hardware and software systems that make it faster, safer, and more intuitive to create real-world robotic products. Our work spans the full stack: mechanical design, control systems, dynamic modeling, and intelligent software. The focus is not just functionality, but experience. We’re building robots that feel responsive, expressive, and genuinely useful. At Fauna, you’ll work at the frontier of this space, helping define how robots move, manipulate, and interact with people in natural environments. It’s an opportunity to solve hard problems across hardware and software with a team focused on making robotics accessible and joyful to build. If you care about making robotics real for everyone and building systems that are as delightful as they are capable, we’re interested in hearing from you."
"Applied Scientist II, Amazon - Vertical Ads","US, CA, Palo Alto",2026-05-18,10426772,amazon_science,2026-05-30,2026-06-03,0.5754,https://www.amazon.jobs/jobs/10426772/applied-scientist-ii-amazon--vertical-ads?cmpid=bsp-amazon-science,"Applied Scientist II, Amazon - Vertical Ads US, CA, Palo Alto Job ID: 10426772 Posted May 18, 2026 (Updated 11 days ago) Are you passionate about solving big problems from ground-up? Do you enjoy building new state-of-the-art products at internet scale? Come lead the innovation in this startup team, vertical ad products. This is a green field problem without a known answer or a pattern to follow. We have ambitious vision to simplify full funnel advertising solutions, at scale, with specialized agentic AI-powered models and diversify the demand to strategic verticals including finserv, autos, locals.. etc. We are seeking an experienced Applied Scientist to drive innovation in our Ads Foundational Model. In this individual contributor role, you will apply advanced machine learning techniques to improve advertiser performance and customer experience. Key job responsibilities As an Applied Scientist on this team, you will: 1. Develop and drive the science strategy for Ads Foundational Model (Ads-FM), aligning it with the program's objectives and overall business goals. 2. Identify high-impact opportunities within Ads-FM program and lead the ideation, planning, and execution of science initiatives to address them. 3. Build and deploy machine learning models using computer vision, natural language processing, and deep learning to evaluate and enhance ad effectiveness. 4. Develop algorithms that extract meaningful signals from image, video, and audio content to predict and improve customer engagement 5. Leverage Amazon's extensive data repository to create predictive models that generate actionable recommendations for more compelling ad creative 6. Collaborate with business leaders and cross-functional teams to implement ML-powered solutions 7. Contribute to the ML roadmap for the Ads-FM program through innovation and research."
"Sr Applied Scientist III, Supply Chain Optimization Technologies - SCAIL","US, NY, New York",2026-05-18,10430849,amazon_science,2026-05-30,2026-06-03,0.4554,https://www.amazon.jobs/jobs/10430849/sr-applied-scientist-iii-supply-chain-optimization-technologies--scail?cmpid=bsp-amazon-science,"Sr Applied Scientist III, Supply Chain Optimization Technologies - SCAIL US, NY, New York Job ID: 10430849 Posted May 18, 2026 (Updated 6 days ago) Our team is at the forefront of machine learning research. Led by scientists including Dean Foster, the team is dedicated to developing innovative RL algorithms and applying them to complex, real-world challenges in Amazon's global inventory and supply chain network. Our focus is not just on advancing theoretical knowledge but also on implementing these insights to optimize operations and enhance customer satisfaction. We foster a collaborative environment where exploration of new ideas and tackling complex problems is encouraged. The supply chain spans a wide range of operations,managing decisions that impact billions of dollars worth of inventory. For scientists passionate about impactful research in machine learning and AI, our team offers a dynamic and fulfilling environment to make a tangible difference in the field and Amazon's operations. Key job responsibilities - Design, implement, and evaluate innovative models, agents, and software prototypes. - Collaborate with a team of experienced scientists to drive technological advancements. - Develop innovative solutions to complex business problems in collaboration with partner teams. - Contribute to Amazon's global science community through collaboration and publication of ground-breaking research. - Engage in research projects that contribute to the wider scientific community, sharing findings through publications in top-tier journals and conferences. A day in the life A day in the life As a part of our team, you will be working alongside thought leaders like Dean Foster, contributing to academic research and complex, real-world applications. Your work will directly influence Amazon's global inventory planning systems, shaping decisions that affect billions of dollars worth of inventory and a wide array of product lines. You will tackle complex inventory planning challenges using Reinforcement Learning, contributing both to the theoretical aspect of the field and its practical applications. We value innovative thinking and the ability to approach problems from new perspectives. Amazon offers a full range of benefits that support you and eligible family members, including domestic partners and their children. Benefits can vary by location, the number of regularly scheduled hours you work, length of employment, and job status such as seasonal or temporary employment. The benefits that generally apply to regular, full-time employees include: - Medical, Dental, and Vision Coverage - Maternity and Parental Leave Options - Paid Time Off (PTO) - 401(k) Plan If you are not sure that every qualification on the list above describes you exactly, we'd still love to hear from you! At Amazon, we value people with unique backgrounds, experiences, and skillsets. If you’re passionate about this role and want to make an impact on a global scale, please apply!"
"Senior Applied Scientist - SLAM and Perception, Amazon Robotics","US, MA, North Reading",2026-05-18,10426858,amazon_science,2026-05-30,2026-06-03,0.4196,https://www.amazon.jobs/jobs/10426858/senior-applied-scientist--slam-and-perception-amazon-robotics?cmpid=bsp-amazon-science,"Senior Applied Scientist - SLAM and Perception, Amazon Robotics US, MA, North Reading Job ID: 10426858 Posted May 18, 2026 (Updated 6 days ago) Application deadline: Jun 5, 2026 The Amazon Robotics Autonomous Mobility software team develops the autonomy software that powers Proteus, Amazon’s first fully autonomous warehouse robot. We are looking for a Senior Applied Scientist to join our perception and localization team. You will be part of an exceptional group of engineers building the platform and architecture for our onboard mapping, perception, motion planning and control software. In addition, you will collaborate with engineers and scientists across the team to develop and enhance our real-time multi-robot simulation capabilities. Key job responsibilities Specific areas of focus may include (but are not limited too): - Researching, designing, and implementing scientific approaches for sensor calibration, including cameras and LIDARs. - Researching, designing, and implementing scientific approaches for SLAM (simultaneous localization and mapping). - Supporting and improving the large-scale deployment of a SLAM system shared across an autonomous robot fleet. - Evaluating and integrating new sensing modalities into an existing autonomy software stack. - Optimizing runtime performance of autonomy algorithms by exploiting underlying hardware acceleration capabilities. - Building frameworks for large-scale replay and analysis of events in pre-recorded sensor data. - Deliver high quality production level code (C++ or Python) and support systems in production. - Collaborate with other functional teams in a robotics organization. - Collaborate with hardware engineering team members on developing systems from prototyping to production level. - Work with stakeholders across hardware and operations teams to iterate on system design and implementation. A day in the life Amazon offers a full range of benefits that support you and eligible family members, including domestic partners and their children. Benefits can vary by location, the number of regularly scheduled hours you work, length of employment, and job status such as seasonal or temporary employment. The benefits that generally apply to regular, full-time employees include: 1. Medical, Dental, and Vision Coverage 2. Maternity and Parental Leave Options 3. Paid Time Off (PTO) 4. 401(k) Plan If you are not sure that every qualification on the list above describes you exactly, we'd still love to hear from you! At Amazon, we value people with unique backgrounds, experiences, and skillsets. If you’re passionate about this role and want to make an impact on a global scale, please apply! About the team We are a multi-disciplinary team of collaborative Applied Scientists and Software Engineers with expertise in Computer Vision, SLAM, motion planning and controls. Our mission is to deliver a robust software solution the utilizes state-of-the-art sensor technologies and algorithms to enable safe and efficient operation of autonomous mobile robots throughout the Amazon fulfillment and transportation network. We take this mission seriously and work hard to achieve it, but we have a lot of fun along the way. After all, what's more fun than building robots?"
"Research Scientist, Last Mile","US, WA, Bellevue",2026-05-18,10427376,amazon_science,2026-05-30,2026-06-03,0.3847,https://www.amazon.jobs/jobs/10427376/research-scientist-last-mile?cmpid=bsp-amazon-science,"Research Scientist, Last Mile US, WA, Bellevue Job ID: 10427376 Posted May 18, 2026 (Updated 5 days ago) Amazon’s Last Mile Team is looking for a passionate individual with strong optimization and analytical skills to join its Last Mile Science team in the endeavor of designing and improving the most complex planning of delivery network in the world. Last Mile builds global solutions that enable Amazon to attract an elastic supply of drivers, companies, and assets needed to deliver Amazon's and other shippers' volumes at the lowest cost and with the best customer delivery experience. Last Mile Science team owns the core decision models in the space of jurisdiction planning, delivery channel and modes network design, capacity planning for on the road and at delivery stations, routing inputs estimation and optimization. Our research has direct impact on customer experience, driver and station associate experience, Delivery Service Partner (DSP)’s success and the sustainable growth of Amazon. Optimizing the last mile delivery requires deep understanding of transportation, supply chain management, pricing strategies and forecasting. Only through innovative and strategic thinking, we will make the right capital investments in technology, assets and infrastructures that allows for long-term success. Our team members have an opportunity to be on the forefront of supply chain thought leadership by working on some of the most difficult problems in the industry with some of the best product managers, scientists, and software engineers in the industry. Key job responsibilities Candidates will be responsible for developing solutions to better manage and optimize delivery capacity in the last mile network. The successful candidate should have solid research experience in one or more technical areas of Operations Research or Machine Learning. These positions will focus on identifying and analyzing opportunities to improve existing algorithms and also on optimizing the system policies across the management of external delivery service providers and internal planning strategies. They require superior logical thinkers who are able to quickly approach large ambiguous problems, turn high-level business requirements into mathematical models, identify the right solution approach, and contribute to the software development for production systems. To support their proposals, candidates should be able to independently mine and analyze data, and be able to use any necessary programming and statistical analysis software to do so. Successful candidates must thrive in fast-paced environments, which encourage collaborative and creative problem solving, be able to measure and estimate risks, constructively critique peer research, and align research focuses with the Amazon's strategic needs."
"Senior Applied Scientist, Fauna","US, NY, New York",2026-05-18,10423168,amazon_science,2026-05-30,2026-06-03,0.2495,https://www.amazon.jobs/jobs/10423168/senior-applied-scientist-fauna?cmpid=bsp-amazon-science,"Senior Applied Scientist, Fauna US, NY, New York Job ID: 10423168 Posted May 18, 2026 (Updated 3 days ago) We are seeking a Sr. Applied Scientist to develop cutting-edge machine learning algorithms for motor control systems in robots. In this role, you will focus on creating and optimizing intelligent motor control strategies to enable robots to perform complex, whole-body tasks. Your contributions will be essential in advancing robotics by enabling fluid, reliable, and safe interactions between robots and their environments. Key job responsibilities - Develop controllers that leverage reinforcement learning, imitation learning, or other advanced AI techniques to achieve natural, robust, and adaptive motor behaviors - Collaborate with multi-disciplinary teams to integrate motor control systems with robotic hardware, ensuring alignment with real-world constraints such as actuator dynamics and energy efficiency - Use simulation and real-world testing to refine and validate control algorithms - Stay updated on advancements in robotics, AI, and control systems to apply advanced techniques to robotic motion challenges - Lead technical projects from conception through production deployment - Mentor junior scientists and engineers - Bridge research initiatives with practical engineering implementation About the team Fauna Robotics, an Amazon company, is building capable, safe, and genuinely delightful robots for everyday life. Our goal is simple: make robots people actually want to live and interact with in everyday human spaces. We believe that future won’t arrive until building for robotics becomes far more accessible. Today, too much effort is spent reinventing the fundamentals. We’re changing that by developing tightly integrated hardware and software systems that make it faster, safer, and more intuitive to create real-world robotic products. Our work spans the full stack: mechanical design, control systems, dynamic modeling, and intelligent software. The focus is not just functionality, but experience. We’re building robots that feel responsive, expressive, and genuinely useful. At Fauna, you’ll work at the frontier of this space, helping define how robots move, manipulate, and interact with people in natural environments. It’s an opportunity to solve hard problems across hardware and software with a team focused on making robotics accessible and joyful to build. If you care about making robotics real for everyone and building systems that are as delightful as they are capable, we’re interested in hearing from you. an opportunity to solve hard problems across hardware and software with a team focused on making robotics accessible and joyful to build. If you care about making robotics real for everyone and building systems that are as delightful as they are capable, we’re interested in hearing from you."
"Member of Technical Staff - Science, Frontier AI & Robotics (FAR)","US, CA, San Francisco",2026-05-18,10422560,amazon_science,2026-05-30,2026-06-03,0.4226,https://www.amazon.jobs/jobs/10422560/member-of-technical-staff--science-frontier-ai--robotics-far?cmpid=bsp-amazon-science,"Member of Technical Staff - Science, Frontier AI & Robotics (FAR) US, CA, San Francisco Job ID: 10422560 Posted May 18, 2026 (Updated 14 days ago) Amazon’s Frontier AI & Robotics (FAR) team is seeking a Member of Technical Staff to drive foundational research and build intelligent robotic systems from the ground up. In this role, you will operate at the intersection of cutting-edge AI research and real-world robotics - conducting original research, publishing, and deploying your innovations into production systems at Amazon scale. We’re looking for researchers who think from first principles, push the boundaries of what’s possible, and take full ownership of turning breakthrough ideas into working systems. You will join the next revolution in robotics, where you'll work alongside world-renowned AI pioneers to push the boundaries of what's possible in robotic intelligence. As a Member of Technical Staff, you'll be at the forefront of developing breakthrough foundation models and full-stack robotics systems that enable robots to perceive, understand, and interact with the world in unprecedented ways. You'll drive technical excellence and independent research initiatives in areas such as locomotion, manipulation, perception, sim2real transfer, multi-modal, multi-task robot learning, designing novel frameworks that bridge the gap between state-of-the-art research and real-world deployment at Amazon scale. In this role, you'll balance innovative technical exploration with practical implementation, collaborating with platform teams to ensure your models and algorithms perform robustly in dynamic real-world environments. You’ll have the freedom to pursue ambitious research directions while leveraging Amazon’s vast computational resources to tackle ambiguous problems in areas like very large multi-modal robotic foundation models and efficient, promptable model architectures that can scale across diverse robotic applications. Key job responsibilities - Drive independent research initiatives across the robotics stack, including robot co-design, dexterous manipulation mechanisms, innovative actuation strategies, state estimation, low-level control, system identification, reinforcement learning, sim-to-real transfer, as well as foundation models focusing on breakthrough approaches in perception, and manipulation, for example open-vocabulary panoptic scene understanding, scaling up multi-modal LLMs, sim2real/real2sim techniques, end-to-end vision-language-action models, efficient model inference, video tokenization - Design and implement novel deep learning architectures that push the boundaries of what robots can understand and accomplish - Guide technical direction for full-stack robotics projects from conceptualization through deployment, taking a system-level approach that integrates hardware considerations with algorithmic development, ensuring robust performance in production environments - Collaborate with platform and hardware teams to ensure seamless integration across the entire robotics stack, optimizing and scaling models for real-world applications - Contribute to team's technical decisions and influence implementation strategies to help shape our approach to next-generation robotics challenges - Mentor fellow researchers while maintaining solid individual technical contributions A day in the life - Design and implement novel foundation model architectures and innovative systems and algorithms, leveraging our extensive infrastructure to prototype and evaluate at scale - Collaborate with our world-class research team to solve complex technical challenges across the full robotics stack - Lead focused technical initiatives from conception through deployment, ensuring successful integration with production systems - Drive technical discussions and brainstorming sessions with team leaders, fellow researchers and key stakeholders - Conduct experiments and prototype new ideas using our massive compute cluster and extensive robotics infrastructure - Transform theoretical insights into practical solutions that can handle the complexities of real-world robotics applications About the team At Frontier AI & Robotics, we're not just advancing robotics – we're reimagining it from the ground up. Our team is building the future of intelligent robotics through innovative foundation models and end-to-end learned systems. We tackle some of the most challenging problems in AI and robotics, from developing sophisticated perception systems to creating adaptive manipulation strategies that work in complex, real-world scenarios. What sets us apart is our unique combination of ambitious research vision and practical impact. We leverage Amazon's massive computational infrastructure and rich real-world datasets to train and deploy state-of-the-art foundation models. Our work spans the full spectrum of robotics intelligence – from multimodal perception using images, videos, and sensor data, to sophisticated manipulation strategies that can handle diverse real-world scenarios. We're building systems that don't just work in the lab, but scale to meet the demands of Amazon's global operations. Join us if you're excited about pushing the boundaries of what's possible in robotics, working with world-class researchers, and seeing your innovations deployed at unprecedented scale."
